REF_DATE,GEO,Violations and calls for service,VALUE
21-Aug,"York Region, Ontario, municipal [35335]","Calls for service, suicide/attempted suicide",79
21-Aug,"York Region, Ontario, municipal [35335]","Calls for service, overdose",
21-Aug,"York Region, Ontario, municipal [35335]","Calls for service, child welfare check",
21-Aug,"York Region, Ontario, municipal [35335]","Calls for service, check welfare - general",702
21-Aug,"York Region, Ontario, municipal [35335]","Calls for service, child custody matter - domestic",23
21-Aug,Ontario Provincial Police [35C01],"Total assaults (levels 1, 2, 3) [141]",1004
21-Aug,Ontario Provincial Police [35C01],"Assaults by non-family (levels 1, 2, 3)",782
21-Aug,Ontario Provincial Police [35C01],"Assaults by family (levels 1, 2, 3)",222
21-Aug,Ontario Provincial Police [35C01],Assaults where relationship type is unknown,0
21-Aug,Ontario Provincial Police [35C01],"Total sexual assaults (levels 1, 2, 3) [131]",174
21-Aug,Ontario Provincial Police [35C01],"Sexual assaults by non-family (levels 1, 2, 3)",148
21-Aug,Ontario Provincial Police [35C01],"Sexual assaults by family (levels 1, 2, 3)",26
21-Aug,Ontario Provincial Police [35C01],Sexual assaults where relationship type is unknown,0
21-Aug,Ontario Provincial Police [35C01],Assault against peace or public officer (level 1) [1460],43
21-Aug,Ontario Provincial Police [35C01],Uttering threats [1627],267
21-Aug,Ontario Provincial Police [35C01],Uttering threats by non-family,243
21-Aug,Ontario Provincial Police [35C01],Uttering threats by family,24
21-Aug,Ontario Provincial Police [35C01],Uttering threats where relationship type is unknown,0
21-Aug,Ontario Provincial Police [35C01],Total robbery [160],33
21-Aug,Ontario Provincial Police [35C01],"Dangerous operation, causing death or bodily harm [911]",6
21-Aug,Ontario Provincial Police [35C01],"Impaired driving, causing death or bodily harm [921]",2
21-Aug,Ontario Provincial Police [35C01],Total breaking and entering [210],441
21-Aug,Ontario Provincial Police [35C01],"Breaking and entering, non-residential",177
21-Aug,Ontario Provincial Police [35C01],"Breaking and entering, residential",264
21-Aug,Ontario Provincial Police [35C01],Breaking and entering where location type is unknown,0
21-Aug,Ontario Provincial Police [35C01],Motor vehicle theft [2135],229
21-Aug,Ontario Provincial Police [35C01],Shoplifting [213],163
21-Aug,Ontario Provincial Police [35C01],Fraud/identity theft/identity fraud [216],595
21-Aug,Ontario Provincial Police [35C01],Fail to comply with order [3410],574
21-Aug,Ontario Provincial Police [35C01],"Impaired driving, operating while impaired [923]",472
21-Aug,Ontario Provincial Police [35C01],Provincial/Territorial acts related to COVID-19,5
21-Aug,Ontario Provincial Police [35C01],"Calls for service, domestic disturbances / disputes",2907
21-Aug,Ontario Provincial Police [35C01],"Calls for service, Mental Health Act (MHA) apprehension",1260
21-Aug,Ontario Provincial Police [35C01],"Calls for service, mental health - other",
21-Aug,Ontario Provincial Police [35C01],"Calls for service, suicide/attempted suicide",957
21-Aug,Ontario Provincial Police [35C01],"Calls for service, overdose",
21-Aug,Ontario Provincial Police [35C01],"Calls for service, child welfare check",
21-Aug,Ontario Provincial Police [35C01],"Calls for service, check welfare - general",
21-Aug,Ontario Provincial Police [35C01],"Calls for service, child custody matter - domestic",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Total assaults (levels 1, 2, 3) [141]",545
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Assaults by non-family (levels 1, 2, 3)",425
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Assaults by family (levels 1, 2, 3)",72
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Assaults where relationship type is unknown,48
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Total sexual assaults (levels 1, 2, 3) [131]",52
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Sexual assaults by non-family (levels 1, 2, 3)",38
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Sexual assaults by family (levels 1, 2, 3)",7
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Sexual assaults where relationship type is unknown,7
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Assault against peace or public officer (level 1) [1460],21
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats [1627],75
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats by non-family,58
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats by family,10
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats where relationship type is unknown,7
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Total robbery [160],142
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Dangerous operation, causing death or bodily harm [911]",0
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Impaired driving, causing death or bodily harm [921]",1
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Total breaking and entering [210],504
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Breaking and entering, non-residential",307
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Breaking and entering, residential",197
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Breaking and entering where location type is unknown,0
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Motor vehicle theft [2135],268
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Shoplifting [213],232
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Fraud/identity theft/identity fraud [216],306
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Fail to comply with order [3410],236
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Impaired driving, operating while impaired [923]",24
21-Aug,"Winnipeg, Manitoba, municipal [46064]",Provincial/Territorial acts related to COVID-19,0
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, domestic disturbances / disputes",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, Mental Health Act (MHA) apprehension",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, mental health - other",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, suicide/attempted suicide",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, overdose",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, child welfare check",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, check welfare - general",
21-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, child custody matter - domestic",
21-Aug,"Regina, Saskatchewan, municipal [47063]","Total assaults (levels 1, 2, 3) [141]",202
21-Aug,"Regina, Saskatchewan, municipal [47063]","Assaults by non-family (levels 1, 2, 3)",167
21-Aug,"Regina, Saskatchewan, municipal [47063]","Assaults by family (levels 1, 2, 3)",28
21-Aug,"Regina, Saskatchewan, municipal [47063]",Assaults where relationship type is unknown,7
21-Aug,"Regina, Saskatchewan, municipal [47063]","Total sexual assaults (levels 1, 2, 3) [131]",19
21-Aug,"Regina, Saskatchewan, municipal [47063]","Sexual assaults by non-family (levels 1, 2, 3)",17
21-Aug,"Regina, Saskatchewan, municipal [47063]","Sexual assaults by family (levels 1, 2, 3)",1
21-Aug,"Regina, Saskatchewan, municipal [47063]",Sexual assaults where relationship type is unknown,1
21-Aug,"Regina, Saskatchewan, municipal [47063]",Assault against peace or public officer (level 1) [1460],5
21-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats [1627],11
21-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats by non-family,7
21-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats by family,4
21-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats where relationship type is unknown,0
21-Aug,"Regina, Saskatchewan, municipal [47063]",Total robbery [160],21
21-Aug,"Regina, Saskatchewan, municipal [47063]","Dangerous operation, causing death or bodily harm [911]",0
21-Aug,"Regina, Saskatchewan, municipal [47063]","Impaired driving, causing death or bodily harm [921]",3
21-Aug,"Regina, Saskatchewan, municipal [47063]",Total breaking and entering [210],187
21-Aug,"Regina, Saskatchewan, municipal [47063]","Breaking and entering, non-residential",125
21-Aug,"Regina, Saskatchewan, municipal [47063]","Breaking and entering, residential",62
21-Aug,"Regina, Saskatchewan, municipal [47063]",Breaking and entering where location type is unknown,0
21-Aug,"Regina, Saskatchewan, municipal [47063]",Motor vehicle theft [2135],75
21-Aug,"Regina, Saskatchewan, municipal [47063]",Shoplifting [213],89
21-Aug,"Regina, Saskatchewan, municipal [47063]",Fraud/identity theft/identity fraud [216],51
21-Aug,"Regina, Saskatchewan, municipal [47063]",Fail to comply with order [3410],97
21-Aug,"Regina, Saskatchewan, municipal [47063]","Impaired driving, operating while impaired [923]",35
21-Aug,"Regina, Saskatchewan, municipal [47063]",Provincial/Territorial acts related to COVID-19,0
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, domestic disturbances / disputes",369
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, Mental Health Act (MHA) apprehension",45
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, mental health - other",67
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, suicide/attempted suicide",38
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, overdose",6
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, child welfare check",
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, check welfare - general",
21-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, child custody matter - domestic",
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Total assaults (levels 1, 2, 3) [141]",243
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Assaults by non-family (levels 1, 2, 3)",205
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Assaults by family (levels 1, 2, 3)",38
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Assaults where relationship type is unknown,0
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Total sexual assaults (levels 1, 2, 3) [131]",25
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Sexual assaults by non-family (levels 1, 2, 3)",21
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Sexual assaults by family (levels 1, 2, 3)",4
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Sexual assaults where relationship type is unknown,0
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Assault against peace or public officer (level 1) [1460],6
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats [1627],23
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats by non-family,21
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats by family,2
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats where relationship type is unknown,0
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Total robbery [160],29
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Dangerous operation, causing death or bodily harm [911]",0
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Impaired driving, causing death or bodily harm [921]",0
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Total breaking and entering [210],206
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Breaking and entering, non-residential",125
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Breaking and entering, residential",81
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Breaking and entering where location type is unknown,0
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Motor vehicle theft [2135],121
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Shoplifting [213],85
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Fraud/identity theft/identity fraud [216],169
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Fail to comply with order [3410],366
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Impaired driving, operating while impaired [923]",26
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]",Provincial/Territorial acts related to COVID-19,1
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, domestic disturbances / disputes",610
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, Mental Health Act (MHA) apprehension",
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, mental health - other",62
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, suicide/attempted suicide",214
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, overdose",34
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, child welfare check",
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, check welfare - general",125
21-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, child custody matter - domestic",
21-Aug,"Calgary, Alberta, municipal [48014]","Total assaults (levels 1, 2, 3) [141]",712
21-Aug,"Calgary, Alberta, municipal [48014]","Assaults by non-family (levels 1, 2, 3)",413
21-Aug,"Calgary, Alberta, municipal [48014]","Assaults by family (levels 1, 2, 3)",299
21-Aug,"Calgary, Alberta, municipal [48014]",Assaults where relationship type is unknown,0
21-Aug,"Calgary, Alberta, municipal [48014]","Total sexual assaults (levels 1, 2, 3) [131]",67
21-Aug,"Calgary, Alberta, municipal [48014]","Sexual assaults by non-family (levels 1, 2, 3)",49
21-Aug,"Calgary, Alberta, municipal [48014]","Sexual assaults by family (levels 1, 2, 3)",18
21-Aug,"Calgary, Alberta, municipal [48014]",Sexual assaults where relationship type is unknown,0
21-Aug,"Calgary, Alberta, municipal [48014]",Assault against peace or public officer (level 1) [1460],29
21-Aug,"Calgary, Alberta, municipal [48014]",Uttering threats [1627],104
21-Aug,"Calgary, Alberta, municipal [48014]",Uttering threats by non-family,68
21-Aug,"Calgary, Alberta, municipal [48014]",Uttering threats by family,31
21-Aug,"Calgary, Alberta, municipal [48014]",Uttering threats where relationship type is unknown,5
21-Aug,"Calgary, Alberta, municipal [48014]",Total robbery [160],76
21-Aug,"Calgary, Alberta, municipal [48014]","Dangerous operation, causing death or bodily harm [911]",0
21-Aug,"Calgary, Alberta, municipal [48014]","Impaired driving, causing death or bodily harm [921]",0
21-Aug,"Calgary, Alberta, municipal [48014]",Total breaking and entering [210],638
21-Aug,"Calgary, Alberta, municipal [48014]","Breaking and entering, non-residential",459
21-Aug,"Calgary, Alberta, municipal [48014]","Breaking and entering, residential",179
21-Aug,"Calgary, Alberta, municipal [48014]",Breaking and entering where location type is unknown,0
21-Aug,"Calgary, Alberta, municipal [48014]",Motor vehicle theft [2135],448
21-Aug,"Calgary, Alberta, municipal [48014]",Shoplifting [213],396
21-Aug,"Calgary, Alberta, municipal [48014]",Fraud/identity theft/identity fraud [216],348
21-Aug,"Calgary, Alberta, municipal [48014]",Fail to comply with order [3410],830
21-Aug,"Calgary, Alberta, municipal [48014]","Impaired driving, operating while impaired [923]",13
21-Aug,"Calgary, Alberta, municipal [48014]",Provincial/Territorial acts related to COVID-19,0
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, domestic disturbances / disputes",1348
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, Mental Health Act (MHA) apprehension",341
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, mental health - other",
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, suicide/attempted suicide",
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, overdose",
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, child welfare check",
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, check welfare - general",
21-Aug,"Calgary, Alberta, municipal [48014]","Calls for service, child custody matter - domestic",
21-Aug,"Edmonton, Alberta, municipal [48033]","Total assaults (levels 1, 2, 3) [141]",619
21-Aug,"Edmonton, Alberta, municipal [48033]","Assaults by non-family (levels 1, 2, 3)",528
21-Aug,"Edmonton, Alberta, municipal [48033]","Assaults by family (levels 1, 2, 3)",91
21-Aug,"Edmonton, Alberta, municipal [48033]",Assaults where relationship type is unknown,0
21-Aug,"Edmonton, Alberta, municipal [48033]","Total sexual assaults (levels 1, 2, 3) [131]",110
21-Aug,"Edmonton, Alberta, municipal [48033]","Sexual assaults by non-family (levels 1, 2, 3)",93
21-Aug,"Edmonton, Alberta, municipal [48033]","Sexual assaults by family (levels 1, 2, 3)",17
21-Aug,"Edmonton, Alberta, municipal [48033]",Sexual assaults where relationship type is unknown,0
21-Aug,"Edmonton, Alberta, municipal [48033]",Assault against peace or public officer (level 1) [1460],21
21-Aug,"Edmonton, Alberta, municipal [48033]",Uttering threats [1627],92
21-Aug,"Edmonton, Alberta, municipal [48033]",Uttering threats by non-family,
21-Aug,"Edmonton, Alberta, municipal [48033]",Uttering threats by family,
21-Aug,"Edmonton, Alberta, municipal [48033]",Uttering threats where relationship type is unknown,92
21-Aug,"Edmonton, Alberta, municipal [48033]",Total robbery [160],106
21-Aug,"Edmonton, Alberta, municipal [48033]","Dangerous operation, causing death or bodily harm [911]",2
21-Aug,"Edmonton, Alberta, municipal [48033]","Impaired driving, causing death or bodily harm [921]",0
21-Aug,"Edmonton, Alberta, municipal [48033]",Total breaking and entering [210],523
21-Aug,"Edmonton, Alberta, municipal [48033]","Breaking and entering, non-residential",397
21-Aug,"Edmonton, Alberta, municipal [48033]","Breaking and entering, residential",126
21-Aug,"Edmonton, Alberta, municipal [48033]",Breaking and entering where location type is unknown,0
21-Aug,"Edmonton, Alberta, municipal [48033]",Motor vehicle theft [2135],361
21-Aug,"Edmonton, Alberta, municipal [48033]",Shoplifting [213],580
21-Aug,"Edmonton, Alberta, municipal [48033]",Fraud/identity theft/identity fraud [216],483
21-Aug,"Edmonton, Alberta, municipal [48033]",Fail to comply with order [3410],1212
21-Aug,"Edmonton, Alberta, municipal [48033]","Impaired driving, operating while impaired [923]",80
21-Aug,"Edmonton, Alberta, municipal [48033]",Provincial/Territorial acts related to COVID-19,1
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, domestic disturbances / disputes",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, Mental Health Act (MHA) apprehension",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, mental health - other",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, suicide/attempted suicide",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, overdose",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, child welfare check",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, check welfare - general",
21-Aug,"Edmonton, Alberta, municipal [48033]","Calls for service, child custody matter - domestic",
21-Aug,"Vancouver, British Columbia, municipal [59023]","Total assaults (levels 1, 2, 3) [141]",427
21-Aug,"Vancouver, British Columbia, municipal [59023]","Assaults by non-family (levels 1, 2, 3)",350
21-Aug,"Vancouver, British Columbia, municipal [59023]","Assaults by family (levels 1, 2, 3)",77
21-Aug,"Vancouver, British Columbia, municipal [59023]",Assaults where relationship type is unknown,0
21-Aug,"Vancouver, British Columbia, municipal [59023]","Total sexual assaults (levels 1, 2, 3) [131]",52
21-Aug,"Vancouver, British Columbia, municipal [59023]","Sexual assaults by non-family (levels 1, 2, 3)",47
21-Aug,"Vancouver, British Columbia, municipal [59023]","Sexual assaults by family (levels 1, 2, 3)",5
21-Aug,"Vancouver, British Columbia, municipal [59023]",Sexual assaults where relationship type is unknown,0
21-Aug,"Vancouver, British Columbia, municipal [59023]",Assault against peace or public officer (level 1) [1460],12
21-Aug,"Vancouver, British Columbia, municipal [59023]",Uttering threats [1627],70
21-Aug,"Vancouver, British Columbia, municipal [59023]",Uttering threats by non-family,63
21-Aug,"Vancouver, British Columbia, municipal [59023]",Uttering threats by family,7
21-Aug,"Vancouver, British Columbia, municipal [59023]",Uttering threats where relationship type is unknown,0
21-Aug,"Vancouver, British Columbia, municipal [59023]",Total robbery [160],61
21-Aug,"Vancouver, British Columbia, municipal [59023]","Dangerous operation, causing death or bodily harm [911]",1
21-Aug,"Vancouver, British Columbia, municipal [59023]","Impaired driving, causing death or bodily harm [921]",0
21-Aug,"Vancouver, British Columbia, municipal [59023]",Total breaking and entering [210],267
21-Aug,"Vancouver, British Columbia, municipal [59023]","Breaking and entering, non-residential",198
21-Aug,"Vancouver, British Columbia, municipal [59023]","Breaking and entering, residential",69
21-Aug,"Vancouver, British Columbia, municipal [59023]",Breaking and entering where location type is unknown,0
21-Aug,"Vancouver, British Columbia, municipal [59023]",Motor vehicle theft [2135],77
21-Aug,"Vancouver, British Columbia, municipal [59023]",Shoplifting [213],274
21-Aug,"Vancouver, British Columbia, municipal [59023]",Fraud/identity theft/identity fraud [216],241
21-Aug,"Vancouver, British Columbia, municipal [59023]",Fail to comply with order [3410],75
21-Aug,"Vancouver, British Columbia, municipal [59023]","Impaired driving, operating while impaired [923]",60
21-Aug,"Vancouver, British Columbia, municipal [59023]",Provincial/Territorial acts related to COVID-19,0
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, domestic disturbances / disputes",428
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, Mental Health Act (MHA) apprehension",2
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, mental health - other",320
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, suicide/attempted suicide",271
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, overdose",23
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, child welfare check",80
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, check welfare - general",1162
21-Aug,"Vancouver, British Columbia, municipal [59023]","Calls for service, child custody matter - domestic",3
21-Aug,"Victoria, British Columbia, municipal [59025]","Total assaults (levels 1, 2, 3) [141]",145
21-Aug,"Victoria, British Columbia, municipal [59025]","Assaults by non-family (levels 1, 2, 3)",124
21-Aug,"Victoria, British Columbia, municipal [59025]","Assaults by family (levels 1, 2, 3)",21
21-Aug,"Victoria, British Columbia, municipal [59025]",Assaults where relationship type is unknown,0
21-Aug,"Victoria, British Columbia, municipal [59025]","Total sexual assaults (levels 1, 2, 3) [131]",12
21-Aug,"Victoria, British Columbia, municipal [59025]","Sexual assaults by non-family (levels 1, 2, 3)",11
21-Aug,"Victoria, British Columbia, municipal [59025]","Sexual assaults by family (levels 1, 2, 3)",1
21-Aug,"Victoria, British Columbia, municipal [59025]",Sexual assaults where relationship type is unknown,0
21-Aug,"Victoria, British Columbia, municipal [59025]",Assault against peace or public officer (level 1) [1460],1
21-Aug,"Victoria, British Columbia, municipal [59025]",Uttering threats [1627],70
21-Aug,"Victoria, British Columbia, municipal [59025]",Uttering threats by non-family,67
21-Aug,"Victoria, British Columbia, municipal [59025]",Uttering threats by family,3
21-Aug,"Victoria, British Columbia, municipal [59025]",Uttering threats where relationship type is unknown,0
21-Aug,"Victoria, British Columbia, municipal [59025]",Total robbery [160],9
21-Aug,"Victoria, British Columbia, municipal [59025]","Dangerous operation, causing death or bodily harm [911]",0
21-Aug,"Victoria, British Columbia, municipal [59025]","Impaired driving, causing death or bodily harm [921]",0
21-Aug,"Victoria, British Columbia, municipal [59025]",Total breaking and entering [210],60
21-Aug,"Victoria, British Columbia, municipal [59025]","Breaking and entering, non-residential",50
21-Aug,"Victoria, British Columbia, municipal [59025]","Breaking and entering, residential",10
21-Aug,"Victoria, British Columbia, municipal [59025]",Breaking and entering where location type is unknown,0
21-Aug,"Victoria, British Columbia, municipal [59025]",Motor vehicle theft [2135],27
21-Aug,"Victoria, British Columbia, municipal [59025]",Shoplifting [213],65
21-Aug,"Victoria, British Columbia, municipal [59025]",Fraud/identity theft/identity fraud [216],53
21-Aug,"Victoria, British Columbia, municipal [59025]",Fail to comply with order [3410],40
21-Aug,"Victoria, British Columbia, municipal [59025]","Impaired driving, operating while impaired [923]",9
21-Aug,"Victoria, British Columbia, municipal [59025]",Provincial/Territorial acts related to COVID-19,0
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, domestic disturbances / disputes",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, Mental Health Act (MHA) apprehension",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, mental health - other",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, suicide/attempted suicide",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, overdose",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, child welfare check",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, check welfare - general",
21-Aug,"Victoria, British Columbia, municipal [59025]","Calls for service, child custody matter - domestic",
21-Aug,Royal Canadian Mounted Police [99C01],"Total assaults (levels 1, 2, 3) [141]",7822
21-Aug,Royal Canadian Mounted Police [99C01],"Assaults by non-family (levels 1, 2, 3)",4774
21-Aug,Royal Canadian Mounted Police [99C01],"Assaults by family (levels 1, 2, 3)",2193
21-Aug,Royal Canadian Mounted Police [99C01],Assaults where relationship type is unknown,855
21-Aug,Royal Canadian Mounted Police [99C01],"Total sexual assaults (levels 1, 2, 3) [131]",663
21-Aug,Royal Canadian Mounted Police [99C01],"Sexual assaults by non-family (levels 1, 2, 3)",402
21-Aug,Royal Canadian Mounted Police [99C01],"Sexual assaults by family (levels 1, 2, 3)",154
21-Aug,Royal Canadian Mounted Police [99C01],Sexual assaults where relationship type is unknown,107
21-Aug,Royal Canadian Mounted Police [99C01],Assault against peace or public officer (level 1) [1460],237
21-Aug,Royal Canadian Mounted Police [99C01],Uttering threats [1627],1253
21-Aug,Royal Canadian Mounted Police [99C01],Uttering threats by non-family,873
21-Aug,Royal Canadian Mounted Police [99C01],Uttering threats by family,277
21-Aug,Royal Canadian Mounted Police [99C01],Uttering threats where relationship type is unknown,103
21-Aug,Royal Canadian Mounted Police [99C01],Total robbery [160],194
21-Aug,Royal Canadian Mounted Police [99C01],"Dangerous operation, causing death or bodily harm [911]",14
21-Aug,Royal Canadian Mounted Police [99C01],"Impaired driving, causing death or bodily harm [921]",19
21-Aug,Royal Canadian Mounted Police [99C01],Total breaking and entering [210],3660
21-Aug,Royal Canadian Mounted Police [99C01],"Breaking and entering, non-residential",1733
21-Aug,Royal Canadian Mounted Police [99C01],"Breaking and entering, residential",1919
21-Aug,Royal Canadian Mounted Police [99C01],Breaking and entering where location type is unknown,8
21-Aug,Royal Canadian Mounted Police [99C01],Motor vehicle theft [2135],2257
21-Aug,Royal Canadian Mounted Police [99C01],Shoplifting [213],1849
21-Aug,Royal Canadian Mounted Police [99C01],Fraud/identity theft/identity fraud [216],3338
21-Aug,Royal Canadian Mounted Police [99C01],Fail to comply with order [3410],3422
21-Aug,Royal Canadian Mounted Police [99C01],"Impaired driving, operating while impaired [923]",3549
21-Aug,Royal Canadian Mounted Police [99C01],Provincial/Territorial acts related to COVID-19,2235
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, domestic disturbances / disputes",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, Mental Health Act (MHA) apprehension",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, mental health - other",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, suicide/attempted suicide",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, overdose",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, child welfare check",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, check welfare - general",
21-Aug,Royal Canadian Mounted Police [99C01],"Calls for service, child custody matter - domestic",
21-Sep,"Total, Selected police services","Total assaults (levels 1, 2, 3) [141]",
21-Sep,"Total, Selected police services","Assaults by non-family (levels 1, 2, 3)",
21-Sep,"Total, Selected police services","Assaults by family (levels 1, 2, 3)",
21-Sep,"Total, Selected police services",Assaults where relationship type is unknown,
21-Sep,"Total, Selected police services","Total sexual assaults (levels 1, 2, 3) [131]",
21-Sep,"Total, Selected police services","Sexual assaults by non-family (levels 1, 2, 3)",
21-Sep,"Total, Selected police services","Sexual assaults by family (levels 1, 2, 3)",
21-Sep,"Total, Selected police services",Sexual assaults where relationship type is unknown,
21-Sep,"Total, Selected police services",Assault against peace or public officer (level 1) [1460],
21-Sep,"Total, Selected police services",Uttering threats [1627],
21-Sep,"Total, Selected police services",Uttering threats by non-family,
